"screen_name","status_id","created_at","text","favorite_count","retweet_count","display_text_width","lang","urls_expanded_url","media_type","source","hashtags","is_retweet"
"ONU_es","xx1661416777505722370","2023-05-24 17:00:02","Los civiles y la infraestructura civil #NoSonUnObjetivo.

Deben ser protegidos.

En todo momento.

En todos partes.

Durante esta Semana de la Protección de los Civiles, ayuda a difundir el mensaje de @<U+200C>UNOCHA: los civiles #NoSonUnObjetivo. Deben ser protegidos. https://t.co/fl07Ha0KAv",47,26,262,"es",,"photo","TweetDeck Web App","NoSonUnObjetivo NoSonUnObjetivo",FALSE
"ONU_es","xx1661356376101376000","2023-05-24 13:00:01","#ActúaAhora y apoya el movimiento de moda sin desperdicios:

<U+0001F3BD>Compra ropa ecológica
<U+0001F45A>Adquiere prendas de segunda mano
<U+267B><U+FE0F>Recicla tu ropa vieja

@unep_espanol te explica cómo puedes ayudar a reducir la #ContaminaciónPorPlásticos: https://t.co/xzU6y722Du https://t.co/j1cwuKJGFV",109,55,251,"es","https://www.unep.org/es/noticias-y-reportajes/comunicado-de-prensa/la-onu-traza-una-hoja-de-ruta-para-solucionar-la","photo","TweetDeck Web App","ActúaAhora ContaminaciónPorPlásticos",FALSE
"ONU_es","xx1661295977121341441","2023-05-24 09:00:00","Convertirse en refugiado no es una elección.

Pero estar #ConLosRefugiados, sí lo es.

ACNUR ayuda a salvar vidas, proteger los derechos y construir un futuro mejor para los refugiados, desplazados y apátridas.

https://t.co/ld4dJYtubP vía @ACNURamericas https://t.co/M8yiKng3os",78,30,254,"es","https://www.acnur.org/","photo","TweetDeck Web App","ConLosRefugiados",FALSE
"ONU_es","xx1661175180922855425","2023-05-24 01:00:00","Los mensajes de odio en línea no se quedan en línea, pueden derivar en actos de violencia y crueldad en la vida real.

Haz de tus redes una zona de #NoAlOdio. https://t.co/tYKSLz3Jit",530,357,158,"es",,"photo","TweetDeck Web App","NoAlOdio",FALSE
"ONU_es","xx1661114784450748425","2023-05-23 21:00:01","“La guerra es hambre.

El año pasado, más de 117 millones de civiles pasaron hambre extrema por culpa de la guerra y la inseguridad.

Debemos protegerlos”.

– @antonioguterres en la Semana de la Protección de los Civiles. https://t.co/xoDRbOr7q2",159,103,221,"es",,"photo","TweetDeck Web App",,FALSE
"ONU_es","xx1661054390139244546","2023-05-23 17:00:02","La fístula es una de las lesiones más graves y trágicas de un parto.

Sin embargo, es casi totalmente prevenible.

En el día para poner fin a la #FístulaObstétrica, descubre cómo el @unfpa_lac está ayudando a erradicarla: https://t.co/BwJ3YkuJML https://t.co/zWYomKADK2",28,13,245,"es","https://www.unfpa.org/es/fistula","photo","TweetDeck Web App","FístulaObstétrica",FALSE
"ONU_es","xx1661028516610166784","2023-05-23 15:17:13","Desde bosques altos hasta el mar profundo
Especies vitales residen en el mundo.

Acciones humanas cobran su precio,
Hábitats que desaparecen, gran desafío.

Reconstruir la biodiversidad, 1 misión,
Revivamos la naturaleza, nuestra ambición.
El tiempo apremia
#DíaDeLaBiodiversidad https://t.co/FOUE3KBFH1",0,251,140,"es",,,"Twitter Web App",,TRUE
"ONU_es","xx1660993986088017920","2023-05-23 13:00:00","La educación es un derecho humano, no un privilegio.

La @unesco_es trabaja para garantizar que todos, en todas partes, puedan acceder a una educación de calidad.
https://t.co/o2t9pXdzoG https://t.co/yRRoozsmXY",317,164,186,"es","https://www.unesco.org/es/education","photo","TweetDeck Web App",,FALSE
"ONU_es","xx1660933589163208704","2023-05-23 09:00:00","Ninguna mujer debería sufrir por culpa de lesiones prevenibles como la fístula, que sigue siendo una de las más graves y trágicas que pueden ocurrir durante el parto.

Más sobre el Día para la Erradicación de la Fístula Obstétrica: https://t.co/iNYhgPDdOy
#ObjetivosMundiales https://t.co/SSP9KIwkbD",84,39,275,"es","http://www.un.org/es/observances/end-fistula-day","photo","TweetDeck Web App","ObjetivosMundiales",FALSE
"ONU_es","xx1660812792683802625","2023-05-23 01:00:00","Los conflictos armados causan un enorme sufrimiento en todo el mundo, y los civiles son los más afectados.

Durante esta Semana de la Protección de los Civiles, ayuda a difundir el mensaje de @UNOCHA: los civiles #NoSonUnObjetivo. Deben ser protegidos. https://t.co/ZGdwvr1cRZ",150,70,252,"es",,"photo","TweetDeck Web App","NoSonUnObjetivo",FALSE
"ONU_es","xx1660752392235745281","2023-05-22 21:00:00","Nuestra supervivencia depende de la diversidad de plantas y animales.

Lamentablemente, los seres humanos la estamos destruyendo a un ritmo sin precedentes.

Este #DíaDeLaBiodiversidad nos recuerda la importancia de la #AcciónClimática urgente.

https://t.co/fj2tIExpm7 https://t.co/zajm3fopPE",560,256,269,"es","https://www.unep.org/es/events/un-day/dia-internacional-de-la-diversidad-biologica-2023","photo","TweetDeck Web App","DíaDeLaBiodiversidad AcciónClimática",FALSE
"ONU_es","xx1660692000973176852","2023-05-22 17:00:01","<U+2757> Nunca ha sido tan urgente actuar contra la pérdida de biodiversidad.

1 de cada 8 especies animales o vegetales desaparecerá en los próximos años.

En el #DíaDeLaBiodiversidad, unámonos #PorLaNaturaleza.

https://t.co/G1aFhT1UP4 vía @UNESCO_es https://t.co/NxHi5aLTl6",417,254,245,"es","https://www.unesco.org/es/days/biological-diversity","photo","TweetDeck Web App","DíaDeLaBiodiversidad PorLaNaturaleza",FALSE
"ONU_es","xx1660631598159593472","2023-05-22 13:00:00","2.000 millones de personas no tienen acceso al agua potable.

La #AcciónPorElAgua supone garantizar el acceso al agua segura, accesible y asequible para todos en todas partes. https://t.co/DkuBrN6OAZ https://t.co/UBMz11A8HN",270,140,199,"es","https://sdgs.un.org/es/conferences/water2023","photo","TweetDeck","AcciónPorElAgua",FALSE
"ONU_es","xx1660571206217605122","2023-05-22 09:00:02","El plástico representa el 85% del total de los desechos que van a parar a los océanos.

Sin medidas urgentes, la cantidad de plástico en los mares se triplicará en los próximos 20 años.

#ActúaAhora para poner fin a la #ContaminaciónPorPlásticos: https://t.co/BMjRPTYAKA https://t.co/IpytaeUV1h",665,697,270,"es","https://www.un.org/es/actnow","photo","TweetDeck","ActúaAhora ContaminaciónPorPlásticos",FALSE
"ONU_es","xx1660450402985480192","2023-05-22 01:00:00","¡El lunes es el Día Internacional de la Felicidad!

Todos podemos encontrar momentos de felicidad, incluso en tiempos difíciles. Practica la relajación, la atención plena y el contacto con amigos y familiares para aumentar tu bienestar general.

<U+0001F517> https://t.co/XPkS2Jcex0 https://t.co/lGjMuYkFpA",545,260,271,"es","https://www.un.org/es/observances/happiness-day","photo","TweetDeck",,FALSE
"ONU_es","xx1660390010544111618","2023-05-21 21:00:01","La Declaración Universal de los Derechos Humanos ha ayudado a mejorar la vida de millones de personas en todo el mundo.

Hoy, y siempre, hagamos todo lo posible para revitalizar sus principios y asegurar su plena implementación. https://t.co/tXe0tYCegf https://t.co/7ujlVXEutP",537,252,252,"es","https://www.un.org/es/about-us/universal-declaration-of-human-rights","photo","TweetDeck",,FALSE
"ONU_es","xx1660329613053120513","2023-05-21 17:00:01","Los libros son el mejor pasatiempo del mundo. <U+0001F4DA><U+2764><U+FE0F>

Leer amplía tu horizonte, alimenta tu mente, mejora tu vocabulario y mantiene tu imaginación viva.

Junto con la educación, son poderosas armas para acabar con la pobreza y lograr los #ObjetivosMundiales. https://t.co/nWxApnY5g6",825,325,255,"es",,"photo","TweetDeck","ObjetivosMundiales",FALSE
"ONU_es","xx1660269211854176257","2023-05-21 13:00:01","¿Quién diría que el té fuera tan poderoso? <U+0001F375><U+0001FAD6>

Nos ofrece un momento de relajación y es bueno para la salud.

En este #DíaDelTé, celebremos su magia y todas las maravillosas variedades que tiene. https://t.co/uqUxfF5h1T https://t.co/sF3VTTCBdm",339,123,219,"es","https://www.fao.org/international-tea-day/home/es","photo","Twitter Media Studio","DíaDelTé",FALSE
"ONU_es","xx1660208819857760258","2023-05-21 09:00:02","¡Feliz Día Internacional del Té! <U+0001F375><U+0001FAD6>

Ya seas un amante del té verde o un aficionado al chai, levantemos una taza por el poder de esta querida bebida.

¡Dale <U+0001F49A> si eres un fanático del té! https://t.co/xqPLXuFjmX",379,116,186,"es",,"photo","TweetDeck",,FALSE
"ONU_es","xx1660088014196944899","2023-05-21 01:00:00","La salud física es tan importante como la salud mental.

Es un derecho humano fundamental e incuestionable.
Garantizarla para todos, en todas partes, debe ser una prioridad.

<U+0001F3A8>: @ONUMujeres https://t.co/soSlWIFI1P",598,255,189,"es",,"photo","TweetDeck",,FALSE
"ONU_es","xx1660027620421935106","2023-05-20 21:00:01","Los derechos de la mujer son derechos humanos. No son negociables. Las mujeres y las niñas de todo el mundo merecen el respeto de su dignidad.

Comparte este mensaje de @ONUMujeres para que más  personas lo vean y no quede ninguna duda. https://t.co/IqfrcSmNMF https://t.co/eiH5YjV1Jv",1210,641,260,"es","https://www.unwomen.org/es/what-we-do","photo","TweetDeck",,FALSE
"ONU_es","xx1659967218204184576","2023-05-20 17:00:00","Seamos parte de la solución, no del problema.

Al hacer cambios simples en nuestros hábitos diarios, podemos ayudar poner fin a la #ContaminaciónPorPlásticos.

Sigue estos consejos de @unep_espanol: https://t.co/VCVfBz8fSa https://t.co/uXglscx7jl",219,95,222,"es","https://www.unep.org/es/resources/turning-off-tap-end-plastic-pollution-create-circular-economy","photo","TweetDeck","ContaminaciónPorPlásticos",FALSE
"ONU_es","xx1659906820595482624","2023-05-20 13:00:00","¡Zumbando de emoción en el #DíaMundialDeLasAbejas! <U+0001F41D>

Las abejas polinizan algunos de nuestros alimentos favoritos.

Lamentablemente, están desapareciendo debido a las actividades humanas.

Toma #AcciónClimática y ayuda a salvarlas. <U+0001F30E><U+0001F33C><U+0001F33B> https://t.co/9FPFdegIrx https://t.co/zf3K0KJjkk",1748,797,260,"es","https://www.un.org/es/observances/bee-day","photo","TweetDeck","DíaMundialDeLasAbejas AcciónClimática",FALSE
"ONU_es","xx1659846434429054976","2023-05-20 09:00:03","¡Salvemos a las abejas!

Nuestro uso irresponsable de pesticidas está reduciendo la población de estos pequeños polinizadores.

Es hora de tomar #AcciónClimática y protegerlos. https://t.co/n47AupIm4u https://t.co/5lOM7pq1Ui",1953,985,200,"es","https://www.fao.org/world-bee-day/home/es","photo","TweetDeck","AcciónClimática",FALSE
"ONU_es","xx1659725629443702784","2023-05-20 01:00:00","Nuestro consumo insaciable está empeorando la crisis del agua.

La buena noticia es que podemos solucionarla. Utiliza el agua de manera responsable, reduce tu huella de carbono y apoya prácticas sostenibles.

#ActúaAhora, antes de que sea demasiado tarde: https://t.co/BMjRPTZ8A8 https://t.co/WB9AUK2TFU",276,170,279,"es","https://www.un.org/es/actnow","photo","TweetDeck","ActúaAhora",FALSE
"ONU_es","xx1659665235106746372","2023-05-19 21:00:01","Celebremos el vital impacto que las abejas tienen en nuestras vidas.

Nos dan miel y alimentos nutritivos. <U+0001F36F><U+0001F353>
Su existencia es crucial para la nuestra.

¡Demuéstrales tu aprecio en el #DíaMundialDeLasAbejas y siempre! <U+0001F41D> https://t.co/eTN1bxTmr5 https://t.co/DQn0G0gOvq",312,137,243,"es","https://www.fao.org/fao-stories/article/es/c/1129811/","photo","TweetDeck","DíaMundialDeLasAbejas",FALSE
"ONU_es","xx1659604838790103044","2023-05-19 17:00:02","Las palabras pueden convertirse en armas.

Los mensajes de odio en línea pueden motivar a actos de crueldad y violencia en la vida real.

Haz de tus redes sociales un espacio de #NoAlOdio. https://t.co/eGbLNlVdDl",587,340,188,"es",,"photo","TweetDeck","NoAlOdio",FALSE
"ONU_es","xx1659598044382240768","2023-05-19 16:33:02","Los polinizadores hacen cosas increíbles por nosotros, pero están en peligro.

<U+0001F41D>Si las abejas y otros polinizadores desaparecieran no tendríamos muchos de los alimentos que comemos.

Celebremos a estos #HéroesDeLaAlimentación en el #DíaMundialDeLasAbejas<U+0001F449>https://t.co/rossnmToeo https://t.co/wlrBes6pPo",0,296,140,"es",,,"Twitter Web App",,TRUE
"ONU_es","xx1659544432948006918","2023-05-19 13:00:00","La libertad de prensa es un pilar de la democracia.

Los periodistas dan voz a los que no la tienen, hacen rendir cuentas a los poderosos, y denuncian la corrupción y las injusticias.

Defiende el derecho a saber la verdad. https://t.co/VYJtPaKzt9 via @UNESCO_es https://t.co/fWMxCPkCpP",241,144,262,"es","https://www.unesco.org/es/communication-information","photo","TweetDeck",,FALSE
"ONU_es","xx1659484045246615552","2023-05-19 09:00:02","Un océano sano es vital para nuestro planeta.

Cada uno de nosotros puede ayudar a protegerlos para que #SalvemosLosOcéanos:

<U+0001F374> Evita plásticos de un solo uso

<U+0001F3D6><U+FE0F> Participa en la limpieza de playas

<U+0001F41F> Come marisco procedente de la pesca sostenible

<U+0001F517>https://t.co/xUUq5tOHAQ https://t.co/7fUHyqlbFZ",243,172,273,"es","https://www.un.org/sustainabledevelopment/es/oceans/","photo","TweetDeck","SalvemosLosOcéanos",FALSE
"ONU_es","xx1659363244908109827","2023-05-19 01:00:01","La salud mental es tan importante como la salud física.

Tómate un tiempo todos los días para hacer algo que te brinde alegría y paz mental.

No es una pérdida de tiempo, es una inversión.

En este Mes de la Salud Mental, haz correr la voz para que todos lo sepan. https://t.co/kApQl8MjEQ",1955,1042,264,"es",,"photo","TweetDeck",,FALSE
"ONU_es","xx1659302848956358656","2023-05-18 21:00:02","Temperaturas más cálidas.
Tormentas más intensas.
Propagación de enfermedades.

La supervivencia de la vida en el planeta depende de que podamos controlar el aumento de la temperatura.

#ActúaAhora para limitar el calentamiento global. https://t.co/BMjRPTYAKA vía @CMNUCC https://t.co/jQN1PeoEMX",611,438,271,"es","https://www.un.org/es/actnow","photo","TweetDeck","ActúaAhora",FALSE
"ONU_es","xx1659249468233875476","2023-05-18 17:27:55","Los refugiados han dejado todo atrás para salvar sus vidas de la guerra, la persecución y el peligro.

Eso no significa que deban renunciar a sus sueños.

Apoyemos su derecho de trabajar y seguir una carrera. #ConLosRefugiados Via @ACNURamericas https://t.co/nwJNUDd4Dy",86,47,245,"es",,"photo","TweetDeck","ConLosRefugiados",FALSE
"ONU_es","xx1659182049142489093","2023-05-18 13:00:01","La depresión le puede suceder a cualquiera.

No es un signo de debilidad, es una enfermedad y tiene tratamiento.

Acabemos con el estigma que impide que las personas busquen ayuda. https://t.co/2lf5Zwrm4B https://t.co/akx3Ikxaah",1134,580,204,"es","https://www.who.int/es/news-room/fact-sheets/detail/depression","photo","TweetDeck",,FALSE
"ONU_es","xx1659121661545975808","2023-05-18 09:00:03","Lo que compartimos en Internet puede tener consecuencias en el mundo real.

Cada uno de nosotros puede detener la difusión de información falsa y perjudicial verificando antes de compartir.

<U+23F8> Haz una pausa. Verifica. https://t.co/ve3YLV1Rkc",118,73,217,"es",,"photo","TweetDeck",,FALSE
"ONU_es","xx1659000852152041472","2023-05-18 01:00:00","El discurso de odio expresa prejuicios basados en la raza, la religión, la identidad de género y otros.

Puede divulgarse verbalmente, por texto, u otras formas indirectas.

Restríngelo en tus redes sociales. No es libertad de opinión. Es odio.

#NoAlOdio https://t.co/hXrj7SqGFy https://t.co/lapiMypQ9c",1015,550,279,"es","https://www.un.org/es/hate-speech","photo","TweetDeck","NoAlOdio",FALSE
"ONU_es","xx1658940454665060352","2023-05-17 21:00:00","No es suficiente con estar en contra del racismo.

Debemos rechazar activamente el racismo en nuestras casas, comunidades, escuelas, el trabajo, los lugares de culto, nuestras familias y nuestros corazones.

#CombateElRacismo, hoy y todos los días.

vía: @ACNURamericas https://t.co/A55qChXO6x",528,267,269,"es",,"photo","TweetDeck","CombateElRacismo",FALSE
"ONU_es","xx1658880062110986241","2023-05-17 17:00:01","La violencia en línea afecta de manera desproporcionada a las mujeres lesbianas, bisexuales y transgénero.

En este Día contra la Homofobia, la Transfobia y la Bifobiade y siempre, demostremos solidaridad por un mundo en línea más seguro e inclusivo.

Via @ONUMujeres https://t.co/a3elBNMsBW",479,219,267,"es",,"photo","TweetDeck",,FALSE
"ONU_es","xx1658837822013419523","2023-05-17 14:12:11","Defendamos la tolerancia, la paz y el entendimiento mutuo. Celebremos la solidaridad mundial en este Día Internacional de la Convivencia en Paz. ¡Juntos somos más fuertes! <U+0001F30D><U+0001F4AA> #Paz #Tolerancia #UNESCO #Solidaridad #JuntosMásFuertes https://t.co/HgvTzN3OfM",0,121,140,"es",,,"Twitter Web App",,TRUE
"ONU_es","xx1658819665123225600","2023-05-17 13:00:02","Los derechos humanos son para todos, sin importar quien eres ni a quien amas.

#DefiendeLosDerechosHumanos en este Día contra la Homofobia, la Transfobia y la Bifobia y siempre. #IDAHOBIT vía ONU @free_equal https://t.co/RjttN4RmHX https://t.co/BqLWLslwkW",421,222,231,"es","https://www.unfe.org/es/breakthesilence-2/","photo","TweetDeck","DefiendeLosDerechosHumanos IDAHOBIT",FALSE
"ONU_es","xx1658759261621719040","2023-05-17 09:00:00","Tus elecciones pueden ayudar a prevenir la hipertensión.

<U+0001F966> Come sano

<U+0001F6AD> Evita el tabaco

<U+0001F37A> Reduce el consumo de alcohol

<U+0001F3C3> Mantente activo

Más consejos de la @WHO en este Día Mundial sobre la Hipertensión: https://t.co/SyAJd0LxLO https://t.co/zYis7nzE9U",281,152,231,"es","https://www.who.int/es/health-topics/hypertension#tab=tab_1","photo","TweetDeck",,FALSE
"ONU_es","xx1658638469525037060","2023-05-17 01:00:01","Pongamos fin al estigma, la discriminación y la penalización de las relaciones del mismo sexo.

El Día contra la Homofobia, la Transfobia y la Bifobia, llama a eliminar las leyes que discriminan a las personas #LGBTIQ+.

#DefiendeLosDerechosHumanos. https://t.co/V1GwNOeD2W https://t.co/IdPrH0FjYL",842,416,273,"es","http://onusidalac.org/1/","photo","TweetDeck","LGBTIQ DefiendeLosDerechosHumanos",FALSE
"ONU_es","xx1658578065742495744","2023-05-16 21:00:00","¡Hagamos una revolución!

Reformar las políticas de los gobiernos y las empresas podría reducir hasta en un 80% para 2040 la contaminación por plásticos, según @unep_espanol.

Súmate: https://t.co/VCVfBz7I2C https://t.co/zWL5stipTW",217,128,207,"es","https://www.unep.org/es/resources/turning-off-tap-end-plastic-pollution-create-circular-economy","photo","TweetDeck",,FALSE
"ONU_es","xx1658575280057753601","2023-05-16 20:48:56","Nuestro<U+0001F30E>está hecho de una red invisible… 

La pérdida de especies debilita esa red, con consecuencias devastadoras.

Imagina un mundo sin polinizadores: ¡la mayoría de los alimentos que comemos no existirían!

El 20 de mayo es el #DíaMundialDeLasAbejas
https://t.co/FSYfTTb1Hq",0,78,140,"es",,,"Twitter Web App",,TRUE
"ONU_es","xx1658517676606488576","2023-05-16 17:00:02","Sin luz, nuestro planeta sería un lugar gélido, sin vida.
De hecho, donde hay luz, hay vida en abundancia.

De la ciencia al arte, la luz cumple un papel crucial en la comprensión del universo. En este Día de la Luz, celebremos cómo la luz ilumina nuestras vidas. Via @UNESCO_es https://t.co/lykkc5myMp",85,36,278,"es",,"photo","TweetDeck",,FALSE
"ONU_es","xx1658502074257092608","2023-05-16 15:58:02","El aprendizaje cambia vidas. 

Cuando los niños y las niñas no van a la escuela, no solo pierden educación: también se enfrentan a una pandemia oculta de violencia, trabajo infantil y matrimonio prematuro.

Los gobiernos deben aumentar la ayuda #ParaCadaInfancia. https://t.co/1rikIJBnWN",0,31,140,"es",,,"Twitter Web App",,TRUE
"ONU_es","xx1658457281837797377","2023-05-16 13:00:03","La guerra no es la respuesta.

Necesitamos paz.

Paz para el mundo.

Necesitamos paz ahora.

Es el Día de la Convivencia en Paz: https://t.co/W9R9OeuYiD https://t.co/l3Ww638ZBz",432,200,152,"es","https://www.un.org/es/observances/living-in-peace-day","photo","Twitter Media Studio",,FALSE
"ONU_es","xx1658396878604742656","2023-05-16 09:00:02","Celebremos el Día de la Convivencia en Paz hoy y todos los días al defender la tolerancia, el entendimiento muto y la bondad. https://t.co/yCiQjm1Qwg  - via @UNESCO_es https://t.co/YGjxM8juI0",322,160,167,"es","https://www.unesco.org/es/node/66462","photo","TweetDeck",,FALSE
"ONU_es","xx1658276077113061376","2023-05-16 01:00:00","Vivir juntos en paz requiere: reconocer, respetar y apreciar nuestras diferencias.

Al hacerlo, podemos construir un mundo más pacífico y armonioso.

En este Día de la Convivencia en Paz, dale <U+0001F499> si estás de acuerdo. https://t.co/W9R9OeuYiD https://t.co/9PrkD9yDbU",620,244,239,"es","https://www.un.org/es/observances/living-in-peace-day","photo","TweetDeck",,FALSE
"ONU_es","xx1658242109491625987","2023-05-15 22:45:02","Para producir nuestros alimentos hacen falta muchos recursos y esfuerzo. Pero el 17% de los alimentos disponibles para los consumidores se desperdician.

¿Cuáles son tus trucos para reducir el despercidio de alimentos?

#NoDesperdicio https://t.co/fj6gklzFa1",0,38,140,"es",,,"Twitter for iPhone",,TRUE
"ONU_es","xx1658215682432200705","2023-05-15 21:00:01","Basta de accidentes y muertes por culpa de la falta de seguridad en las calles.

Es hora de cambiar por la movilidad sostenible, como caminar, andar en bici y usar el transporte público.

Las personas deben estar en primer lugar. https://t.co/QlQZqBrZUG #SemanaDeLaSeguridadVial https://t.co/gyip7j4HOf",152,88,278,"es","https://www.who.int/es/campaigns/un-global-road-safety-week/2023","photo","TweetDeck","SemanaDeLaSeguridadVial",FALSE
"ONU_es","xx1658155281463881741","2023-05-15 17:00:00","Las familias deben permanecer juntas.

Sin embargo, muchos refugiados siguen separados de sus seres queridos.

Averigua cómo ACNUR apoya a los refugiados y protege su derecho fundamental a la unidad familiar. https://t.co/QijkUwhIyn #DíaDeLasFamilias https://t.co/cMi6Q8mbPc",264,102,250,"es","https://www.unhcr.org/family-reunification.html","photo","TweetDeck","DíaDeLasFamilias",FALSE
"ONU_es","xx1658094884140490752","2023-05-15 13:00:00","La familia nos une.

Acudimos a ella en momentos felices y en los difíciles.

Es el núcleo donde se aprenden valores de respeto, consideración y amor.

En este #DíaDeLasFamilias y siempre, aboguemos porque las familias sean espacios seguros para todos.

Via @ONUMujeres https://t.co/mxVkPcwsVi",186,98,269,"es",,"photo","TweetDeck","DíaDeLasFamilias",FALSE
"ONU_es","xx1658034489271160832","2023-05-15 09:00:01","La familia significa algo distinto para diferentes personas, pero en esencia, la familia debe significar amor y apoyo.

Este #DíaDeLasFamilias celebra a las familias en toda su diversidad. https://t.co/IkOdhUnYNS https://t.co/EFpwUGzv2g",539,266,212,"es","https://www.un.org/es/observances/international-day-of-families","photo","TweetDeck","DíaDeLasFamilias",FALSE
"ONU_es","xx1657913690711027712","2023-05-15 01:00:01","Podemos tener diferentes orígenes, culturas y creencias, pero una cosa nos une: nuestra libertad e igualdad inherentes.

La Declaración Universal de los Derechos Humanos cumple 75 años y es más relevante que nunca.

#DefiendeLosDerechosHumanos, siempre. https://t.co/0ztgmMJup6 https://t.co/WYhh7dRZO2",464,223,277,"es","https://www.standup4humanrights.org/es/","photo","TweetDeck","DefiendeLosDerechosHumanos",FALSE
"ONU_es","xx1657858819706298368","2023-05-14 21:21:58","1 de cada 3 estudiantes en todo el mundo ha sido víctima de acoso escolar, que puede tener graves repercusiones en la salud mental de los niños.

Más información sobre los riesgos de la violencia escolar y cómo puedes ayudar:

https://t.co/S2V3rE3pBe #NoAlAcosoEscolar https://t.co/58z0hCc5mQ",0,77,139,"es",,,"Twitter for iPhone",,TRUE
"ONU_es","xx1657792892000423938","2023-05-14 17:00:00","La salud mental no es un lujo reservado para unos pocos privilegiados.
Es un derecho básico.

En este #MesDeLaSaludMental, reclamemos mejor atención, sin distinciones, sólo brindando apoyo. Via @ACNURamericas https://t.co/eKJxmOxoFX",572,282,208,"es",,"photo","TweetDeck","MesDeLaSaludMental",FALSE
